Phi[deg],Theta[deg],dB(GainTotal)
-64,-122,-10.3797
-62,-122,-10.7172
-60,-122,-11.0501
-58,-122,-11.3728
-56,-122,-11.682
-54,-122,-11.9767
-52,-122,-12.2585
-50,-122,-12.5306
-48,-122,-12.7968
-46,-122,-13.0602
-44,-122,-13.3216
-42,-122,-13.5794
-40,-122,-13.8287
-38,-122,-14.0628
-36,-122,-14.2738
-34,-122,-14.4544
-32,-122,-14.5994
-30,-122,-14.7063
-28,-122,-14.7753
-26,-122,-14.808
-24,-122,-14.8068
-22,-122,-14.7737
-20,-122,-14.7102
-18,-122,-14.6184
-16,-122,-14.5014
-14,-122,-14.3642
-12,-122,-14.2142
-10,-122,-14.0605
-8,-122,-13.9132
-6,-122,-13.7816
-4,-122,-13.674
-2,-122,-13.5961
0,-122,-13.5506
2,-122,-13.5368
4,-122,-13.5506
6,-122,-13.5844
8,-122,-13.6273
10,-122,-13.6661
12,-122,-13.6856
14,-122,-13.671
16,-122,-13.6095
18,-122,-13.4922
20,-122,-13.3158
22,-122,-13.0829
24,-122,-12.8013
26,-122,-12.4825
28,-122,-12.1397
30,-122,-11.7863
32,-122,-11.4343
34,-122,-11.0942
36,-122,-10.7738
38,-122,-10.4788
40,-122,-10.2124
42,-122,-9.97557
44,-122,-9.76738
46,-122,-9.58509
48,-122,-9.42469
50,-122,-9.28139
52,-122,-9.15031
54,-122,-9.02704
56,-122,-8.90832
58,-122,-8.79237
60,-122,-8.67906
62,-122,-8.56972
64,-122,-8.46673
66,-122,-8.37298
68,-122,-8.29127
70,-122,-8.22384
72,-122,-8.17202
74,-122,-8.13603
76,-122,-8.11492
78,-122,-8.10668
80,-122,-8.10843
82,-122,-8.11665
84,-122,-8.1276
86,-122,-8.13758
88,-122,-8.14339
90,-122,-8.14265
-90,-120,-7.36804
-88,-120,-7.38948
-86,-120,-7.44083
-84,-120,-7.52215
-82,-120,-7.63356
-80,-120,-7.7751
-78,-120,-7.94667
-76,-120,-8.14786
-74,-120,-8.3778
-72,-120,-8.63493
-70,-120,-8.9168
-68,-120,-9.21994
-66,-120,-9.53981
-64,-120,-9.87094
-62,-120,-10.2073
-60,-120,-10.5428
-58,-120,-10.8725
-56,-120,-11.1928
-54,-120,-11.5028
-52,-120,-11.8034
-50,-120,-12.098
-48,-120,-12.3901
-46,-120,-12.6833
-44,-120,-12.9788
-42,-120,-13.2753
-40,-120,-13.568
-38,-120,-13.8488
-36,-120,-14.1077
-34,-120,-14.3341
-32,-120,-14.5186
-30,-120,-14.6543
-28,-120,-14.7378
-26,-120,-14.7687
-24,-120,-14.7494
-22,-120,-14.6836
-20,-120,-14.5764
-18,-120,-14.4345
-16,-120,-14.2658
-14,-120,-14.0802
-12,-120,-13.8888
-10,-120,-13.7033
-8,-120,-13.535
-6,-120,-13.3939
-4,-120,-13.2877
-2,-120,-13.2212
0,-120,-13.1963
2,-120,-13.211
4,-120,-13.2598
6,-120,-13.3333
8,-120,-13.4185
10,-120,-13.4989
12,-120,-13.5564
14,-120,-13.5727
16,-120,-13.532
18,-120,-13.424
20,-120,-13.2453
22,-120,-13
24,-120,-12.6986
26,-120,-12.3554
28,-120,-11.9861
30,-120,-11.606
32,-120,-11.2283
34,-120,-10.8638
36,-120,-10.5207
38,-120,-10.2046
40,-120,-9.91844
42,-120,-9.6632
44,-120,-9.43768
46,-120,-9.23908
48,-120,-9.06337
50,-120,-8.90581
52,-120,-8.76159
54,-120,-8.62651
56,-120,-8.49749
58,-120,-8.373
60,-120,-8.2531
62,-120,-8.13925
64,-120,-8.0339
66,-120,-7.93987
68,-120,-7.85983
70,-120,-7.79579
72,-120,-7.7488
74,-120,-7.71876
76,-120,-7.70443
78,-120,-7.7035
80,-120,-7.7128
82,-120,-7.7286
84,-120,-7.74689
86,-120,-7.7638
88,-120,-7.77591
90,-120,-7.78064
-90,-118,-6.98366
-88,-118,-7.00369
-86,-118,-7.05179
-84,-118,-7.12809
-82,-118,-7.23278
-80,-118,-7.366
-78,-118,-7.5278
-76,-118,-7.71799
-74,-118,-7.93595
-72,-118,-8.1805
-70,-118,-8.44968
-68,-118,-8.74062
-66,-118,-9.04948
-64,-118,-9.37156
-62,-118,-9.7016
-60,-118,-10.0343
-58,-118,-10.365
-56,-118,-10.6905
-54,-118,-11.0097
-52,-118,-11.3236
-50,-118,-11.6349
-48,-118,-11.9475
-46,-118,-12.2649
-44,-118,-12.589
-42,-118,-12.9189
-40,-118,-13.2502
-38,-118,-13.5746
-36,-118,-13.8808
-34,-118,-14.1552
-32,-118,-14.3843
-30,-118,-14.5565
-28,-118,-14.6637
-26,-118,-14.7025
-24,-118,-14.6742
-22,-118,-14.5844
-20,-118,-14.4417
-18,-118,-14.2576
-16,-118,-14.0452
-14,-118,-13.819
-12,-118,-13.5933
-10,-118,-13.3819
-8,-118,-13.1972
-6,-118,-13.049
-4,-118,-12.9447
-2,-118,-12.8885
0,-118,-12.881
2,-118,-12.9195
4,-118,-12.9973
6,-118,-13.1034
8,-118,-13.2227
10,-118,-13.3363
12,-118,-13.423
14,-118,-13.4612
16,-118,-13.4327
18,-118,-13.3259
20,-118,-13.138
22,-118,-12.8751
24,-118,-12.5504
26,-118,-12.1812
28,-118,-11.7855
30,-118,-11.3799
32,-118,-10.9787
34,-118,-10.5929
36,-118,-10.2306
38,-118,-9.89723
40,-118,-9.59569
42,-118,-9.32658
44,-118,-9.08856
46,-118,-8.87866
48,-118,-8.6927
50,-118,-8.52584
52,-118,-8.37322
54,-118,-8.23063
56,-118,-8.09509
58,-118,-7.96516
60,-118,-7.84106
62,-118,-7.7244
64,-118,-7.61771
66,-118,-7.52385
68,-118,-7.44543
70,-118,-7.38436
72,-118,-7.34149
74,-118,-7.31654
76,-118,-7.30801
78,-118,-7.31338
80,-118,-7.32927
82,-118,-7.35175
84,-118,-7.37664
86,-118,-7.39989
88,-118,-7.41792
90,-118,-7.42793
-90,-116,-6.62151
-88,-116,-6.6397
-86,-116,-6.6843
-84,-116,-6.75551
-82,-116,-6.85358
-80,-116,-6.97875
-78,-116,-7.13115
-76,-116,-7.31072
-74,-116,-7.517
-72,-116,-7.74907
-70,-116,-8.00531
-68,-116,-8.2833
-66,-116,-8.57979
-64,-116,-8.89076
-62,-116,-9.21167
-60,-116,-9.53792
-58,-116,-9.86547
-56,-116,-10.1915
-54,-116,-10.5149
-52,-116,-10.8366
-50,-116,-11.1592
-48,-116,-11.4864
-46,-116,-11.8218
-44,-116,-12.1678
-42,-116,-12.5241
-40,-116,-12.8869
-38,-116,-13.2484
-36,-116,-13.5966
-34,-116,-13.9162
-32,-116,-14.1903
-30,-116,-14.4026
-28,-116,-14.54
-26,-116,-14.5953
-24,-116,-14.568
-22,-116,-14.4644
-20,-116,-14.2968
-18,-116,-14.0811
-16,-116,-13.8354
-14,-116,-13.5781
-12,-116,-13.3267
-10,-116,-13.0964
-8,-116,-12.9003
-6,-116,-12.748
-4,-116,-12.6464
-2,-116,-12.599
0,-116,-12.6057
2,-116,-12.6629
4,-116,-12.7627
6,-116,-12.893
8,-116,-13.0367
10,-116,-13.1729
12,-116,-13.2777
14,-116,-13.327
16,-116,-13.3009
18,-116,-13.1873
20,-116,-12.9845
22,-116,-12.7009
24,-116,-12.3525
26,-116,-11.959
28,-116,-11.5399
30,-116,-11.1131
32,-116,-10.6929
34,-116,-10.2904
36,-116,-9.9137
38,-116,-9.56782
40,-116,-9.25543
42,-116,-8.97695
44,-116,-8.73085
46,-116,-8.51394
48,-116,-8.32184
50,-116,-8.14954
52,-116,-7.99204
54,-116,-7.84504
56,-116,-7.70554
58,-116,-7.57219
60,-116,-7.44533
62,-116,-7.32672
64,-116,-7.21902
66,-116,-7.12518
68,-116,-7.04785
70,-116,-6.98887
72,-116,-6.94902
74,-116,-6.92786
76,-116,-6.92374
78,-116,-6.93399
80,-116,-6.95508
82,-116,-6.98294
84,-116,-7.01328
86,-116,-7.04192
88,-116,-7.06515
90,-116,-7.08001
-90,-114,-6.27463
-88,-114,-6.29038
-86,-114,-6.33119
-84,-114,-6.39735
-82,-114,-6.48919
-80,-114,-6.60702
-78,-114,-6.75104
-76,-114,-6.92122
-74,-114,-7.11722
-72,-114,-7.3382
-70,-114,-7.58276
-68,-114,-7.84878
-66,-114,-8.13342
-64,-114,-8.43317
-62,-114,-8.74411
-60,-114,-9.06225
-58,-114,-9.38413
-56,-114,-9.70732
-54,-114,-10.031
-52,-114,-10.3559
-50,-114,-10.6848
-48,-114,-11.0211
-46,-114,-11.3685
-44,-114,-11.7296
-42,-114,-12.1048
-40,-114,-12.4911
-38,-114,-12.8813
-36,-114,-13.2636
-34,-114,-13.6219
-32,-114,-13.937
-30,-114,-14.1887
-28,-114,-14.3596
-26,-114,-14.4379
-24,-114,-14.4207
-22,-114,-14.3145
-20,-114,-14.134
-18,-114,-13.8989
-16,-114,-13.6317
-14,-114,-13.3541
-12,-114,-13.0859
-10,-114,-12.8439
-8,-114,-12.6412
-6,-114,-12.4876
-4,-114,-12.3893
-2,-114,-12.3491
0,-114,-12.3663
2,-114,-12.4365
4,-114,-12.5508
6,-114,-12.6957
8,-114,-12.853
10,-114,-12.9998
12,-114,-13.1102
14,-114,-13.1589
16,-114,-13.1252
18,-114,-12.9978
20,-114,-12.7765
22,-114,-12.4723
24,-114,-12.1032
26,-114,-11.6903
28,-114,-11.2541
30,-114,-10.8126
32,-114,-10.3799
34,-114,-9.96684
36,-114,-9.58118
38,-114,-9.22775
40,-114,-8.90901
42,-114,-8.62519
44,-114,-8.37461
46,-114,-8.1539
48,-114,-7.95853
50,-114,-7.78327
52,-114,-7.62298
54,-114,-7.47326
56,-114,-7.3311
58,-114,-7.19521
60,-114,-7.06606
62,-114,-6.94556
64,-114,-6.83655
66,-114,-6.74208
68,-114,-6.66485
70,-114,-6.60672
72,-114,-6.56841
74,-114,-6.54941
76,-114,-6.54799
78,-114,-6.56136
80,-114,-6.58594
82,-114,-6.61759
84,-114,-6.65196
86,-114,-6.68479
88,-114,-6.71229
90,-114,-6.73138
-90,-112,-5.93653
-88,-112,-5.94914
-86,-112,-5.98584
-84,-112,-6.04705
-82,-112,-6.13321
-80,-112,-6.24468
-78,-112,-6.3817
-76,-112,-6.54427
-74,-112,-6.73205
-72,-112,-6.94423
-70,-112,-7.17945
-68,-112,-7.43574
-66,-112,-7.71045
-64,-112,-8.00042
-62,-112,-8.30213
-60,-112,-8.61208
-58,-112,-8.92726
-56,-112,-9.24565
-54,-112,-9.56665
-52,-112,-9.89126
-50,-112,-10.222
-48,-112,-10.5624
-46,-112,-10.9161
-44,-112,-11.286
-42,-112,-11.673
-40,-112,-12.0747
-38,-112,-12.4849
-36,-112,-12.8922
-34,-112,-13.2807
-32,-112,-13.6297
-30,-112,-13.9169
-28,-112,-14.1208
-26,-112,-14.2261
-24,-112,-14.2268
-22,-112,-14.1286
-20,-112,-13.9473
-18,-112,-13.7056
-16,-112,-13.4289
-14,-112,-13.1418
-12,-112,-12.8658
-10,-112,-12.6187
-8,-112,-12.4139
-6,-112,-12.2611
-4,-112,-12.166
-2,-112,-12.1309
0,-112,-12.1545
2,-112,-12.2314
4,-112,-12.3518
6,-112,-12.5014
8,-112,-12.6604
10,-112,-12.8049
12,-112,-12.9082
14,-112,-12.9448
16,-112,-12.8948
18,-112,-12.7485
20,-112,-12.5081
22,-112,-12.1863
24,-112,-11.8025
26,-112,-11.3781
28,-112,-10.9333
30,-112,-10.4853
32,-112,-10.0479
34,-112,-9.63119
36,-112,-9.24256
38,-112,-8.88664
40,-112,-8.56573
42,-112,-8.28001
44,-112,-8.02769
46,-112,-7.80536
48,-112,-7.60833
50,-112,-7.4313
52,-112,-7.26902
54,-112,-7.11707
56,-112,-6.97244
58,-112,-6.83394
60,-112,-6.70219
62,-112,-6.57927
64,-112,-6.46814
66,-112,-6.37198
68,-112,-6.29356
70,-112,-6.23475
72,-112,-6.19628
74,-112,-6.17758
76,-112,-6.17691
78,-112,-6.19147
80,-112,-6.21765
82,-112,-6.25132
84,-112,-6.28815
86,-112,-6.32386
88,-112,-6.35462
90,-112,-6.37728
-90,-110,-5.60197
-88,-110,-5.61074
-86,-110,-5.64306
-84,-110,-5.69948
-82,-110,-5.78055
-80,-110,-5.88674
-78,-110,-6.01831
-76,-110,-6.17527
-74,-110,-6.35722
-72,-110,-6.56332
-70,-110,-6.79214
-68,-110,-7.04168
-66,-110,-7.30932
-64,-110,-7.592
-62,-110,-7.88638
-60,-110,-8.18923
-58,-110,-8.49785
-56,-110,-8.81055
-54,-110,-9.12699
-52,-110,-9.44837
-50,-110,-9.77731
-48,-110,-10.1174
-46,-110,-10.4724
-44,-110,-10.8454
-42,-110,-11.2376
-40,-110,-11.6475
-38,-110,-12.0693
-36,-110,-12.4927
-34,-110,-12.902
-32,-110,-13.2767
-30,-110,-13.5928
-28,-110,-13.8269
-26,-110,-13.9604
-24,-110,-13.9846
-22,-110,-13.9035
-20,-110,-13.7328
-18,-110,-13.4965
-16,-110,-13.2218
-14,-110,-12.9351
-12,-110,-12.6594
-10,-110,-12.413
-8,-110,-12.2097
-6,-110,-12.059
-4,-110,-11.9664
-2,-110,-11.9336
0,-110,-11.9586
2,-110,-12.0352
4,-110,-12.153
6,-110,-12.2964
8,-110,-12.4452
10,-110,-12.5749
12,-110,-12.6591
14,-110,-12.6736
16,-110,-12.6008
18,-110,-12.4336
20,-110,-12.1763
22,-110,-11.843
24,-110,-11.4528
26,-110,-11.0263
28,-110,-10.5825
30,-110,-10.1374
32,-110,-9.70341
34,-110,-9.29023
36,-110,-8.90463
38,-110,-8.55108
40,-110,-8.23181
42,-110,-7.94702
44,-110,-7.69497
46,-110,-7.47227
48,-110,-7.27426
50,-110,-7.09566
52,-110,-6.93124
54,-110,-6.77665
56,-110,-6.62898
58,-110,-6.48719
60,-110,-6.35204
62,-110,-6.22576
64,-110,-6.11143
66,-110,-6.01233
68,-110,-5.93126
70,-110,-5.87012
72,-110,-5.82964
74,-110,-5.8093
76,-110,-5.80736
78,-110,-5.82108
80,-110,-5.84692
82,-110,-5.88082
84,-110,-5.91851
86,-110,-5.95577
88,-110,-5.98877
90,-110,-6.01434
-90,-108,-5.26716
-88,-108,-5.27156
-86,-108,-5.29933
-84,-108,-5.35118
-82,-108,-5.42781
-80,-108,-5.52978
-78,-108,-5.6574
-76,-108,-5.81069
-74,-108,-5.98919
-72,-108,-6.19195
-70,-108,-6.41743
-68,-108,-6.66344
-66,-108,-6.92725
-64,-108,-7.20565
-62,-108,-7.49526
-60,-108,-7.79288
-58,-108,-8.09592
-56,-108,-8.40287
-54,-108,-8.71364
-52,-108,-9.02966
-50,-108,-9.35379
-48,-108,-9.6898
-46,-108,-10.0417
-44,-108,-10.4127
-42,-108,-10.8046
-40,-108,-11.216
-38,-108,-11.6422
-36,-108,-12.0735
-34,-108,-12.495
-32,-108,-12.8866
-30,-108,-13.2245
-28,-108,-13.484
-26,-108,-13.6447
-24,-108,-13.6956
-22,-108,-13.6384
-20,-108,-13.4877
-18,-108,-13.2671
-16,-108,-13.0045
-14,-108,-12.727
-12,-108,-12.4582
-10,-108,-12.2172
-8,-108,-12.0179
-6,-108,-11.8697
-4,-108,-11.7779
-2,-108,-11.7436
0,-108,-11.7644
2,-108,-11.8333
4,-108,-11.9391
6,-108,-12.0658
8,-108,-12.1929
10,-108,-12.2965
12,-108,-12.3518
14,-108,-12.3373
16,-108,-12.2387
18,-108,-12.0517
20,-108,-11.7825
22,-108,-11.4453
24,-108,-11.058
26,-108,-10.6395
28,-108,-10.2065
30,-108,-9.77316
32,-108,-9.35077
34,-108,-8.94795
36,-108,-8.57104
38,-108,-8.2243
40,-108,-7.91
42,-108,-7.62844
44,-108,-7.37805
46,-108,-7.15561
48,-108,-6.95666
50,-108,-6.77607
52,-108,-6.60882
54,-108,-6.45072
56,-108,-6.29909
58,-108,-6.15305
60,-108,-6.01353
62,-108,-5.88286
64,-108,-5.76421
66,-108,-5.66088
68,-108,-5.5757
70,-108,-5.5106
72,-108,-5.46633
74,-108,-5.44243
76,-108,-5.43725
78,-108,-5.44817
80,-108,-5.47177
82,-108,-5.50414
84,-108,-5.54112
86,-108,-5.57862
88,-108,-5.61286
90,-108,-5.64069
-90,-106,-4.9297
-88,-106,-4.92946
-86,-106,-4.9527
-84,-106,-5.00031
-82,-106,-5.07313
-80,-106,-5.17183
-78,-106,-5.29681
-76,-106,-5.44808
-74,-106,-5.62518
-72,-106,-5.82703
-70,-106,-6.05191
-68,-106,-6.2974
-66,-106,-6.56047
-64,-106,-6.83763
-62,-106,-7.12521
-60,-106,-7.4198
-58,-106,-7.71871
-56,-106,-8.02046
-54,-106,-8.32511
-52,-106,-8.63435
-50,-106,-8.95135
-48,-106,-9.28022
-46,-106,-9.62527
-44,-106,-9.99011
-42,-106,-10.3767
-40,-106,-10.7843
-38,-106,-11.2086
-36,-106,-11.6407
-34,-106,-12.0667
-32,-106,-12.4674
-30,-106,-12.8197
-28,-106,-13.0992
-26,-106,-13.2845
-24,-106,-13.363
-22,-106,-13.334
-20,-106,-13.2101
-18,-106,-13.0133
-16,-106,-12.7706
-14,-106,-12.5091
-12,-106,-12.2526
-10,-106,-12.0204
-8,-106,-11.8264
-6,-106,-11.68
-4,-106,-11.5863
-2,-106,-11.5462
0,-106,-11.5564
2,-106,-11.6098
4,-106,-11.6946
6,-106,-11.7947
8,-106,-11.8903
10,-106,-11.959
12,-106,-11.9791
14,-106,-11.9325
16,-106,-11.8087
18,-106,-11.606
20,-106,-11.3318
22,-106,-10.9991
24,-106,-10.6241
26,-106,-10.2227
28,-106,-9.80934
30,-106,-9.39591
32,-106,-8.99215
34,-106,-8.60571
36,-106,-8.2424
38,-106,-7.9063
40,-106,-7.59973
42,-106,-7.32319
44,-106,-7.07542
46,-106,-6.85351
48,-106,-6.65334
50,-106,-6.47014
52,-106,-6.29923
54,-106,-6.13674
56,-106,-5.98025
58,-106,-5.8291
60,-106,-5.68436
62,-106,-5.54842
64,-106,-5.42448
66,-106,-5.31582
68,-106,-5.22525
70,-106,-5.15472
72,-106,-5.10503
74,-106,-5.07581
76,-106,-5.06557
78,-106,-5.07185
80,-106,-5.09143
82,-106,-5.12059
84,-106,-5.15537
86,-106,-5.19181
88,-106,-5.22628
90,-106,-5.25569
-90,-104,-4.58826
-88,-104,-4.58345
-86,-104,-4.60241
-84,-104,-4.6462
-82,-104,-4.71582
-80,-104,-4.81204
-78,-104,-4.93538
-76,-104,-5.0859
-74,-104,-5.26309
-72,-104,-5.46582
-70,-104,-5.69218
-68,-104,-5.93948
-66,-104,-6.20433
-64,-104,-6.48281
-62,-104,-6.77081
-60,-104,-7.0645
-58,-104,-7.36087
-56,-104,-7.65831
-54,-104,-7.95692
-52,-104,-8.25863
-50,-104,-8.56698
-48,-104,-8.88649
-46,-104,-9.22191
-44,-104,-9.57721
-42,-104,-9.95471
-40,-104,-10.354
-38,-104,-10.7714
-36,-104,-11.1985
-34,-104,-11.6226
-32,-104,-12.0256
-30,-104,-12.3857
-28,-104,-12.6794
-26,-104,-12.8856
-24,-104,-12.9906
-22,-104,-12.9916
-20,-104,-12.8983
-18,-104,-12.7305
-16,-104,-12.5133
-14,-104,-12.2726
-12,-104,-12.032
-10,-104,-11.8103
-8,-104,-11.6218
-6,-104,-11.4757
-4,-104,-11.3769
-2,-104,-11.3259
0,-104,-11.3194
2,-104,-11.3497
4,-104,-11.4053
6,-104,-11.4707
8,-104,-11.5276
10,-104,-11.5564
12,-104,-11.539
14,-104,-11.4613
16,-104,-11.3162
18,-104,-11.1042
20,-104,-10.8324
22,-104,-10.5126
24,-104,-10.1579
26,-104,-9.78134
28,-104,-9.39459
30,-104,-9.0074
32,-104,-8.62784
34,-104,-8.2625
36,-104,-7.91665
38,-104,-7.59416
40,-104,-7.29744
42,-104,-7.02728
44,-104,-6.7828
46,-104,-6.56156
48,-104,-6.35994
50,-104,-6.17367
52,-104,-5.99853
54,-104,-5.83108
56,-104,-5.66921
58,-104,-5.51248
60,-104,-5.36206
62,-104,-5.22035
64,-104,-5.0905
66,-104,-4.97573
68,-104,-4.8788
70,-104,-4.80167
72,-104,-4.74521
74,-104,-4.70918
76,-104,-4.69227
78,-104,-4.69224
80,-104,-4.70614
82,-104,-4.73048
84,-104,-4.76156
86,-104,-4.79565
88,-104,-4.82927
90,-104,-4.85948
-90,-102,-4.2422
-88,-102,-4.23324
-86,-102,-4.24841
-84,-102,-4.28892
-82,-102,-4.3559
-80,-102,-4.45027
-78,-102,-4.57262
-76,-102,-4.72309
-74,-102,-4.90122
-72,-102,-5.1058
-70,-102,-5.33478
-68,-102,-5.58525
-66,-102,-5.85342
-64,-102,-6.13491
-62,-102,-6.42505
-60,-102,-6.71948
-58,-102,-7.01472
-56,-102,-7.30886
-54,-102,-7.60194
-52,-102,-7.89607
-50,-102,-8.19512
-48,-102,-8.50407
-46,-102,-8.82812
-44,-102,-9.17166
-42,-102,-9.53733
-40,-102,-9.92513
-38,-102,-10.3316
-36,-102,-10.7494
-34,-102,-11.1663
-32,-102,-11.5659
-30,-102,-11.928
-28,-102,-12.2305
-26,-102,-12.4532
-24,-102,-12.5819
-22,-102,-12.6121
-20,-102,-12.5508
-18,-102,-12.4143
-16,-102,-12.2254
-14,-102,-12.0083
-12,-102,-11.7852
-10,-102,-11.5748
-8,-102,-11.391
-6,-102,-11.2429
-4,-102,-11.1353
-2,-102,-11.0687
0,-102,-11.0395
2,-102,-11.0405
4,-102,-11.0606
6,-102,-11.0861
8,-102,-11.1008
10,-102,-11.0887
12,-102,-11.0354
14,-102,-10.9309
16,-102,-10.7708
18,-102,-10.5566
20,-102,-10.2946
22,-102,-9.99439
24,-102,-9.66618
26,-102,-9.32002
28,-102,-8.96478
30,-102,-8.60808
32,-102,-8.25641
34,-102,-7.91532
36,-102,-7.58949
38,-102,-7.28262
40,-102,-6.99722
42,-102,-6.73441
44,-102,-6.49378
46,-102,-6.27347
48,-102,-6.07047
50,-102,-5.88112
52,-102,-5.70175
54,-102,-5.52938
56,-102,-5.36224
58,-102,-5.20008
60,-102,-5.04408
62,-102,-4.89663
64,-102,-4.76073
66,-102,-4.63951
68,-102,-4.53566
70,-102,-4.45113
72,-102,-4.38688
74,-102,-4.34283
76,-102,-4.31789
78,-102,-4.31008
80,-102,-4.31675
82,-102,-4.33473
84,-102,-4.36061
86,-102,-4.39095
88,-102,-4.42254
90,-102,-4.45261
-90,-100,-3.89127
-88,-100,-3.8789
-86,-100,-3.89096
-84,-100,-3.92881
-82,-100,-3.99367
-80,-100,-4.08658
-78,-100,-4.20823
-76,-100,-4.35885
-74,-100,-4.53801
-72,-100,-4.7445
-70,-100,-4.97621
-68,-100,-5.23
-66,-100,-5.50181
-64,-100,-5.7868
-62,-100,-6.07977
-60,-100,-6.37577
-58,-100,-6.67081
-56,-100,-6.96257
-54,-100,-7.25093
-52,-100,-7.53806
-50,-100,-7.82811
-48,-100,-8.12643
-46,-100,-8.43863
-44,-100,-8.76947
-42,-100,-9.12187
-40,-100,-9.49613
-38,-100,-9.8892
-36,-100,-10.2942
-34,-100,-10.7001
-32,-100,-11.0918
-30,-100,-11.4508
-28,-100,-11.757
-26,-100,-11.9914
-24,-100,-12.1398
-22,-100,-12.1965
-20,-100,-12.1656
-18,-100,-12.0603
-16,-100,-11.9002
-14,-100,-11.7071
-12,-100,-11.5018
-10,-100,-11.3021
-8,-100,-11.1215
-6,-100,-10.969
-4,-100,-10.8493
-2,-100,-10.763
0,-100,-10.7069
2,-100,-10.6744
4,-100,-10.6559
6,-100,-10.6396
8,-100,-10.6125
10,-100,-10.5622
12,-100,-10.478
14,-100,-10.3531
16,-100,-10.185
18,-100,-9.97532
20,-100,-9.72913
22,-100,-9.45335
24,-100,-9.15548
26,-100,-8.84268
28,-100,-8.52135
30,-100,-8.1971
32,-100,-7.87497
34,-100,-7.55953
36,-100,-7.25493
38,-100,-6.96469
40,-100,-6.69146
42,-100,-6.43671
44,-100,-6.20056
46,-100,-5.98177
48,-100,-5.77799
50,-100,-5.58623
52,-100,-5.40339
54,-100,-5.22694
56,-100,-5.05542
58,-100,-4.88868
60,-100,-4.72789
62,-100,-4.57531
64,-100,-4.43377
66,-100,-4.30625
68,-100,-4.19537
70,-100,-4.10306
72,-100,-4.03037
74,-100,-3.97739
76,-100,-3.94329
78,-100,-3.9264
80,-100,-3.9244
82,-100,-3.9345
84,-100,-3.95366
86,-100,-3.97879
88,-100,-4.00701
90,-100,-4.03584
-90,-98,-3.53534
-88,-98,-3.52051
-86,-98,-3.53029
-84,-98,-3.56612
-82,-98,-3.6293
-80,-98,-3.72096
-78,-98,-3.84186
-76,-98,-3.9923
-74,-98,-4.17191
-72,-98,-4.37951
-70,-98,-4.61296
-68,-98,-4.86904
-66,-98,-5.14348
-64,-98,-5.43113
-62,-98,-5.72636
-60,-98,-6.02374
-58,-98,-6.31879
-56,-98,-6.60879
-54,-98,-6.89337
-52,-98,-7.17466
-50,-98,-7.45691
-48,-98,-7.74571
-46,-98,-8.04691
-44,-98,-8.36546
-42,-98,-8.70451
-40,-98,-9.06455
-38,-98,-9.44284
-36,-98,-9.83308
-34,-98,-10.2252
-32,-98,-10.6055
-30,-98,-10.9573
-28,-98,-11.2624
-26,-98,-11.5034
-24,-98,-11.6667
-22,-98,-11.7454
-20,-98,-11.7414
-18,-98,-11.6648
-16,-98,-11.5318
-14,-98,-11.3614
-12,-98,-11.1729
-10,-98,-10.9826
-8,-98,-10.8036
-6,-98,-10.6446
-4,-98,-10.5104
-2,-98,-10.4019
0,-98,-10.3168
2,-98,-10.2496
4,-98,-10.1927
6,-98,-10.1367
8,-98,-10.0718
10,-98,-9.98888
12,-98,-9.88064
14,-98,-9.74245
16,-98,-9.57278
18,-98,-9.37293
20,-98,-9.1463
22,-98,-8.89743
24,-98,-8.63118
26,-98,-8.35219
28,-98,-8.06468
30,-98,-7.77257
32,-98,-7.47961
34,-98,-7.18955
36,-98,-6.90608
38,-98,-6.6326
40,-98,-6.37189
42,-98,-6.12579
44,-98,-5.89494
46,-98,-5.67871
48,-98,-5.47543
50,-98,-5.28271
52,-98,-5.09799
54,-98,-4.91914
56,-98,-4.74489
58,-98,-4.57515
60,-98,-4.411
62,-98,-4.25448
64,-98,-4.10825
66,-98,-3.97508
68,-98,-3.85749
70,-98,-3.75741
72,-98,-3.67597
74,-98,-3.61346
76,-98,-3.56931
78,-98,-3.5422
80,-98,-3.5302
82,-98,-3.53096
84,-98,-3.54187
86,-98,-3.5603
88,-98,-3.58375
90,-98,-3.6101
-90,-96,-3.17432
-88,-96,-3.15808
-86,-96,-3.16645
-84,-96,-3.20088
-82,-96,-3.26274
-80,-96,-3.35316
-78,-96,-3.47295
-76,-96,-3.62245
-74,-96,-3.80134
-72,-96,-4.00849
-70,-96,-4.24179
-68,-96,-4.49803
-66,-96,-4.77287
-64,-96,-5.06104
-62,-96,-5.35673
-60,-96,-5.65418
-58,-96,-5.94862
-56,-96,-6.23701
-54,-96,-6.51873
-52,-96,-6.79571
-50,-96,-7.07214
-48,-96,-7.35355
-46,-96,-7.64579
-44,-96,-7.95381
-42,-96,-8.28074
-40,-96,-8.62716
-38,-96,-8.99057
-36,-96,-9.36518
-34,-96,-9.74184
-32,-96,-10.1082
-30,-96,-10.4494
-28,-96,-10.7492
-26,-96,-10.9918
-24,-96,-11.1644
-22,-96,-11.2598
-20,-96,-11.2777
-18,-96,-11.2255
-16,-96,-11.1162
-14,-96,-10.9662
-12,-96,-10.7924
-10,-96,-10.61
-8,-96,-10.4312
-6,-96,-10.2645
-4,-96,-10.1151
-2,-96,-9.98434
0,-96,-9.87101
2,-96,-9.77122
4,-96,-9.67938
6,-96,-9.58878
8,-96,-9.49254
