Phi[deg],Theta[deg],dB(GainTotal)
74,-104,-6.37124
76,-104,-6.30458
78,-104,-6.24239
80,-104,-6.18665
82,-104,-6.13875
84,-104,-6.09969
86,-104,-6.07018
88,-104,-6.05076
90,-104,-6.04193
-90,-102,-9.77308
-88,-102,-9.72992
-86,-102,-9.66469
-84,-102,-9.58086
-82,-102,-9.48283
-80,-102,-9.37559
-78,-102,-9.26424
-76,-102,-9.1535
-74,-102,-9.04733
-72,-102,-8.94857
-70,-102,-8.85886
-68,-102,-8.77864
-66,-102,-8.70752
-64,-102,-8.64478
-62,-102,-8.59013
-60,-102,-8.54439
-58,-102,-8.51012
-56,-102,-8.4918
-54,-102,-8.49567
-52,-102,-8.52909
-50,-102,-8.59951
-48,-102,-8.71336
-46,-102,-8.87485
-44,-102,-9.08489
-42,-102,-9.34009
-40,-102,-9.63219
-38,-102,-9.94796
-36,-102,-10.2701
-34,-102,-10.5793
-32,-102,-10.8577
-30,-102,-11.093
-28,-102,-11.2816
-26,-102,-11.4294
-24,-102,-11.5502
-22,-102,-11.662
-20,-102,-11.7828
-18,-102,-11.9278
-16,-102,-12.107
-14,-102,-12.324
-12,-102,-12.5752
-10,-102,-12.8495
-8,-102,-13.128
-6,-102,-13.3844
-4,-102,-13.5878
-2,-102,-13.7071
0,-102,-13.7177
2,-102,-13.6071
4,-102,-13.3775
6,-102,-13.0438
8,-102,-12.628
10,-102,-12.1537
12,-102,-11.6424
14,-102,-11.112
16,-102,-10.5768
18,-102,-10.0479
20,-102,-9.53433
22,-102,-9.0433
24,-102,-8.58077
26,-102,-8.15167
28,-102,-7.76002
30,-102,-7.40902
32,-102,-7.10111
34,-102,-6.8379
36,-102,-6.62019
38,-102,-6.44778
40,-102,-6.31942
42,-102,-6.23264
44,-102,-6.18365
46,-102,-6.16731
48,-102,-6.17719
50,-102,-6.20575
52,-102,-6.24479
54,-102,-6.28596
56,-102,-6.32146
58,-102,-6.3448
60,-102,-6.35133
62,-102,-6.33865
64,-102,-6.30663
66,-102,-6.25714
68,-102,-6.19347
70,-102,-6.11978
72,-102,-6.04047
74,-102,-5.95971
76,-102,-5.88116
78,-102,-5.80784
80,-102,-5.74207
82,-102,-5.68556
84,-102,-5.63955
86,-102,-5.60491
88,-102,-5.58227
90,-102,-5.57213
-90,-100,-9.43752
-88,-100,-9.38535
-86,-100,-9.31294
-84,-100,-9.22339
-82,-100,-9.12048
-80,-100,-9.00841
-78,-100,-8.89159
-76,-100,-8.77427
-74,-100,-8.66029
-72,-100,-8.55279
-70,-100,-8.45404
-68,-100,-8.36543
-66,-100,-8.28762
-64,-100,-8.22085
-62,-100,-8.16547
-60,-100,-8.12244
-58,-100,-8.09387
-56,-100,-8.08325
-54,-100,-8.09542
-52,-100,-8.13622
-50,-100,-8.2117
-48,-100,-8.32724
-46,-100,-8.48651
-44,-100,-8.69049
-42,-100,-8.93659
-40,-100,-9.21807
-38,-100,-9.52387
-36,-100,-9.83927
-34,-100,-10.1474
-32,-100,-10.4322
-30,-100,-10.6811
-28,-100,-10.8886
-26,-100,-11.0575
-24,-100,-11.1977
-22,-100,-11.3238
-20,-100,-11.4521
-18,-100,-11.5967
-16,-100,-11.7679
-14,-100,-11.9702
-12,-100,-12.2012
-10,-100,-12.4509
-8,-100,-12.7018
-6,-100,-12.9287
-4,-100,-13.1024
-2,-100,-13.1936
0,-100,-13.1798
2,-100,-13.0506
4,-100,-12.8099
6,-100,-12.4731
8,-100,-12.0616
10,-100,-11.5979
12,-100,-11.1014
14,-100,-10.5881
16,-100,-10.0703
18,-100,-9.55794
20,-100,-9.05891
22,-100,-8.58009
24,-100,-8.12749
26,-100,-7.70639
28,-100,-7.32138
30,-100,-6.97625
32,-100,-6.67398
34,-100,-6.41662
36,-100,-6.20523
38,-100,-6.0398
40,-100,-5.91908
42,-100,-5.8405
44,-100,-5.80009
46,-100,-5.7924
48,-100,-5.81065
50,-100,-5.84689
52,-100,-5.89245
54,-100,-5.9385
56,-100,-5.97685
58,-100,-6.00064
60,-100,-6.00508
62,-100,-5.98776
64,-100,-5.94875
66,-100,-5.89026
68,-100,-5.81606
70,-100,-5.73084
72,-100,-5.63952
74,-100,-5.54681
76,-100,-5.45684
78,-100,-5.37299
80,-100,-5.29793
82,-100,-5.2336
84,-100,-5.18139
86,-100,-5.14226
88,-100,-5.11684
90,-100,-5.10558
-90,-98,-9.11386
-88,-98,-9.05513
-86,-98,-8.97773
-84,-98,-8.88443
-82,-98,-8.77841
-80,-98,-8.66311
-78,-98,-8.54219
-76,-98,-8.41938
-74,-98,-8.29825
-72,-98,-8.18206
-70,-98,-8.07356
-68,-98,-7.97492
-66,-98,-7.88776
-64,-98,-7.81331
-62,-98,-7.7527
-60,-98,-7.70735
-58,-98,-7.6793
-56,-98,-7.67151
-54,-98,-7.68783
-52,-98,-7.73284
-50,-98,-7.81129
-48,-98,-7.92744
-46,-98,-8.0842
-44,-98,-8.28231
-42,-98,-8.51962
-40,-98,-8.79051
-38,-98,-9.08575
-36,-98,-9.39291
-34,-98,-9.69754
-32,-98,-9.98517
-30,-98,-10.2439
-28,-98,-10.4671
-26,-98,-10.6545
-24,-98,-10.8127
-22,-98,-10.953
-20,-98,-11.0892
-18,-98,-11.2342
-16,-98,-11.3982
-14,-98,-11.5864
-12,-98,-11.7974
-10,-98,-12.0231
-8,-98,-12.2471
-6,-98,-12.4463
-4,-98,-12.5931
-2,-98,-12.6599
0,-98,-12.6257
2,-98,-12.4814
4,-98,-12.2316
6,-98,-11.8917
8,-98,-11.4831
10,-98,-11.0271
12,-98,-10.5426
14,-98,-10.044
16,-98,-9.54258
18,-98,-9.04692
20,-98,-8.56405
22,-98,-8.10019
24,-98,-7.66102
26,-98,-7.2518
28,-98,-6.87725
30,-98,-6.54145
32,-98,-6.2477
34,-98,-5.99833
36,-98,-5.79463
38,-98,-5.63672
40,-98,-5.52342
42,-98,-5.45217
44,-98,-5.41891
46,-98,-5.4181
48,-98,-5.44274
50,-98,-5.48461
52,-98,-5.53473
54,-98,-5.58392
56,-98,-5.62361
58,-98,-5.64668
60,-98,-5.64814
62,-98,-5.62562
64,-98,-5.57937
66,-98,-5.51195
68,-98,-5.42761
70,-98,-5.33154
72,-98,-5.22921
74,-98,-5.1258
76,-98,-5.02583
78,-98,-4.93304
80,-98,-4.85033
82,-98,-4.77979
84,-98,-4.72291
86,-98,-4.68062
88,-98,-4.65351
90,-98,-4.6419
-90,-96,-8.79274
-88,-96,-8.73049
-86,-96,-8.65066
-84,-96,-8.55579
-82,-96,-8.44849
-80,-96,-8.33153
-78,-96,-8.20788
-76,-96,-8.08066
-74,-96,-7.95313
-72,-96,-7.8285
-70,-96,-7.70984
-68,-96,-7.59993
-66,-96,-7.50123
-64,-96,-7.41589
-62,-96,-7.34591
-60,-96,-7.29333
-58,-96,-7.26049
-56,-96,-7.25022
-54,-96,-7.26581
-52,-96,-7.31098
-50,-96,-7.38941
-48,-96,-7.50432
-46,-96,-7.65782
-44,-96,-7.85024
-42,-96,-8.07951
-40,-96,-8.3408
-38,-96,-8.62624
-36,-96,-8.92529
-34,-96,-9.22553
-32,-96,-9.51419
-30,-96,-9.78011
-28,-96,-10.0159
-26,-96,-10.2194
-24,-96,-10.3942
-22,-96,-10.5487
-20,-96,-10.694
-18,-96,-10.8418
-16,-96,-11.0018
-14,-96,-11.1796
-12,-96,-11.3751
-10,-96,-11.5814
-8,-96,-11.784
-6,-96,-11.9613
-4,-96,-12.0872
-2,-96,-12.1352
0,-96,-12.0853
2,-96,-11.9285
4,-96,-11.6697
6,-96,-11.3245
8,-96,-10.9143
10,-96,-10.4606
12,-96,-9.98207
14,-96,-9.49299
16,-96,-9.0039
18,-96,-8.5226
20,-96,-8.05524
22,-96,-7.60721
24,-96,-7.18349
26,-96,-6.78886
28,-96,-6.42779
30,-96,-6.10423
32,-96,-5.82146
34,-96,-5.58189
36,-96,-5.38689
38,-96,-5.23667
40,-96,-5.13013
42,-96,-5.06478
44,-96,-5.03662
46,-96,-5.0401
48,-96,-5.06822
50,-96,-5.11269
52,-96,-5.16437
54,-96,-5.21392
56,-96,-5.25257
58,-96,-5.27303
60,-96,-5.27024
62,-96,-5.24187
64,-96,-5.18837
66,-96,-5.11261
68,-96,-5.01926
70,-96,-4.91394
72,-96,-4.80255
74,-96,-4.69064
76,-96,-4.58305
78,-96,-4.48374
80,-96,-4.39576
82,-96,-4.32129
84,-96,-4.26181
86,-96,-4.2182
88,-96,-4.19095
90,-96,-4.1802
-90,-94,-8.46472
-88,-94,-8.40257
-86,-94,-8.32332
-84,-94,-8.22929
-82,-94,-8.12263
-80,-94,-8.00554
-78,-94,-7.88035
-76,-94,-7.74966
-74,-94,-7.61631
-72,-94,-7.48343
-70,-94,-7.35425
-68,-94,-7.232
-66,-94,-7.11985
-64,-94,-7.02079
-62,-94,-6.93769
-60,-94,-6.87335
-58,-94,-6.83066
-56,-94,-6.81263
-54,-94,-6.82242
-52,-94,-6.86322
-50,-94,-6.93802
-48,-94,-7.0492
-46,-94,-7.19812
-44,-94,-7.38462
-42,-94,-7.60656
-40,-94,-7.85948
-38,-94,-8.1365
-36,-94,-8.42849
-34,-94,-8.72465
-32,-94,-9.01367
-30,-94,-9.28521
-28,-94,-9.53165
-26,-94,-9.74951
-24,-94,-9.94015
-22,-94,-10.1094
-20,-94,-10.2663
-18,-94,-10.421
-16,-94,-10.5825
-14,-94,-10.7567
-12,-94,-10.9442
-10,-94,-11.1392
-8,-94,-11.3287
-6,-94,-11.4922
-4,-94,-11.6045
-2,-94,-11.6398
0,-94,-11.578
2,-94,-11.4101
4,-94,-11.1409
6,-94,-10.7865
8,-94,-10.3688
10,-94,-9.91062
12,-94,-9.4311
14,-94,-8.94504
16,-94,-8.46294
18,-94,-7.99216
20,-94,-7.53811
22,-94,-7.10523
24,-94,-6.69758
26,-94,-6.31906
28,-94,-5.97343
30,-94,-5.66414
32,-94,-5.39412
34,-94,-5.16557
36,-94,-4.97978
38,-94,-4.83695
40,-94,-4.73605
42,-94,-4.67469
44,-94,-4.64899
46,-94,-4.65359
48,-94,-4.6816
50,-94,-4.72489
52,-94,-4.77441
54,-94,-4.82088
56,-94,-4.85556
58,-94,-4.87118
60,-94,-4.86277
62,-94,-4.82809
64,-94,-4.76777
66,-94,-4.68494
68,-94,-4.58452
70,-94,-4.47242
72,-94,-4.35479
74,-94,-4.2374
76,-94,-4.12525
78,-94,-4.02242
80,-94,-3.93203
82,-94,-3.85627
84,-94,-3.79658
86,-94,-3.75376
88,-94,-3.72814
90,-94,-3.7197
-90,-92,-8.12149
-88,-92,-8.06343
-86,-92,-7.98803
-84,-92,-7.89736
-82,-92,-7.79323
-80,-92,-7.67736
-78,-92,-7.55155
-76,-92,-7.41793
-74,-92,-7.27901
-72,-92,-7.13774
-70,-92,-6.99747
-68,-92,-6.86179
-66,-92,-6.73446
-64,-92,-6.61924
-62,-92,-6.51984
-60,-92,-6.43989
-58,-92,-6.38296
-56,-92,-6.3525
-54,-92,-6.3518
-52,-92,-6.3839
-50,-92,-6.45136
-48,-92,-6.55599
-46,-92,-6.69857
-44,-92,-6.87845
-42,-92,-7.0933
-40,-92,-7.33884
-38,-92,-7.60878
-36,-92,-7.89499
-34,-92,-8.1879
-32,-92,-8.47739
-30,-92,-8.75396
-28,-92,-9.01009
-26,-92,-9.24158
-24,-92,-9.44828
-22,-92,-9.63414
-20,-92,-9.80629
-18,-92,-9.97339
-16,-92,-10.1436
-14,-92,-10.3227
-12,-92,-10.5116
-10,-92,-10.7052
-8,-92,-10.8911
-6,-92,-11.0496
-4,-92,-11.1557
-2,-92,-11.1835
0,-92,-11.1123
2,-92,-10.9332
4,-92,-10.6509
6,-92,-10.2826
8,-92,-9.8517
10,-92,-9.38243
12,-92,-8.89541
14,-92,-8.40631
16,-92,-7.92599
18,-92,-7.46162
20,-92,-7.01801
22,-92,-6.59867
24,-92,-6.20655
26,-92,-5.84443
28,-92,-5.51505
30,-92,-5.22098
32,-92,-4.96452
34,-92,-4.7474
36,-92,-4.57063
38,-92,-4.43431
40,-92,-4.33743
42,-92,-4.27769
44,-92,-4.25147
46,-92,-4.25363
48,-92,-4.27764
50,-92,-4.31569
52,-92,-4.35908
54,-92,-4.39887
56,-92,-4.42662
58,-92,-4.43534
60,-92,-4.42025
62,-92,-4.3793
64,-92,-4.31325
66,-92,-4.22533
68,-92,-4.12054
70,-92,-4.00484
72,-92,-3.88441
74,-92,-3.76505
76,-92,-3.65179
78,-92,-3.54871
80,-92,-3.45891
82,-92,-3.38456
84,-92,-3.32705
86,-92,-3.28707
88,-92,-3.26484
90,-92,-3.26014
-90,-90,-7.75642
-88,-90,-7.70639
-86,-90,-7.638
-84,-90,-7.55307
-82,-90,-7.45308
-80,-90,-7.33937
-78,-90,-7.21338
-76,-90,-7.07686
-74,-90,-6.93207
-72,-90,-6.78188
-70,-90,-6.62972
-68,-90,-6.47953
-66,-90,-6.33556
-64,-90,-6.20231
-62,-90,-6.08429
-60,-90,-5.98596
-58,-90,-5.9116
-56,-90,-5.86521
-54,-90,-5.85042
-52,-90,-5.87031
-50,-90,-5.92726
-48,-90,-6.02275
-46,-90,-6.15711
-44,-90,-6.32932
-42,-90,-6.53684
-40,-90,-6.77541
-38,-90,-7.03912
-36,-90,-7.3205
-34,-90,-7.61092
-32,-90,-7.90124
-30,-90,-8.18278
-28,-90,-8.44841
-26,-90,-8.69369
-24,-90,-8.91759
-22,-90,-9.12269
-20,-90,-9.31458
-18,-90,-9.50051
-16,-90,-9.68761
-14,-90,-9.88089
-12,-90,-10.0812
-10,-90,-10.2833
-8,-90,-10.475
-6,-90,-10.6364
-4,-90,-10.7423
-2,-90,-10.766
0,-90,-10.6865
2,-90,-10.4946
4,-90,-10.196
6,-90,-9.80942
8,-90,-9.36044
10,-90,-8.87517
12,-90,-8.37587
14,-90,-7.87929
16,-90,-7.39676
18,-90,-6.93543
20,-90,-6.49955
22,-90,-6.09175
24,-90,-5.71383
26,-90,-5.36735
28,-90,-5.05383
30,-90,-4.77478
32,-90,-4.53158
34,-90,-4.32533
36,-90,-4.1566
38,-90,-4.02528
40,-90,-3.93031
42,-90,-3.86956
44,-90,-3.83963
46,-90,-3.83581
48,-90,-3.85201
50,-90,-3.881
52,-90,-3.91466
54,-90,-3.94465
56,-90,-3.9631
58,-90,-3.96349
60,-90,-3.94138
62,-90,-3.89494
64,-90,-3.82496
66,-90,-3.73459
68,-90,-3.62867
70,-90,-3.51296
72,-90,-3.39345
74,-90,-3.27579
76,-90,-3.16486
78,-90,-3.06468
80,-90,-2.97828
82,-90,-2.9078
84,-90,-2.85455
86,-90,-2.81918
88,-90,-2.80177
90,-90,-2.80197
-90,-88,-7.36411
-88,-88,-7.32538
-86,-88,-7.26657
-84,-88,-7.18917
-82,-88,-7.09436
-80,-88,-6.98321
-78,-88,-6.8569
-76,-88,-6.717
-74,-88,-6.56567
-72,-88,-6.40579
-70,-88,-6.24096
-68,-88,-6.07546
-66,-88,-5.91408
-64,-88,-5.76193
-62,-88,-5.62429
-60,-88,-5.50634
-58,-88,-5.41306
-56,-88,-5.34899
-54,-88,-5.31813
-52,-88,-5.32371
-50,-88,-5.36809
-48,-88,-5.45255
-46,-88,-5.57715
-44,-88,-5.7406
-42,-88,-5.94018
-40,-88,-6.17163
-38,-88,-6.42928
-36,-88,-6.70617
-34,-88,-6.9944
-32,-88,-7.28571
-30,-88,-7.57225
-28,-88,-7.8475
-26,-88,-8.10715
-24,-88,-8.34979
-22,-88,-8.57707
-20,-88,-8.79331
-18,-88,-9.00435
-16,-88,-9.21602
-14,-88,-9.43225
-12,-88,-9.65302
-10,-88,-9.87256
-8,-88,-10.0779
-6,-88,-10.2484
-4,-88,-10.358
-2,-88,-10.3791
0,-88,-10.2905
2,-88,-10.0834
4,-88,-9.7653
6,-88,-9.35721
8,-88,-8.88715
10,-88,-8.38331
12,-88,-7.86949
14,-88,-7.36332
16,-88,-6.87653
18,-88,-6.41618
20,-88,-5.98603
22,-88,-5.58786
24,-88,-5.22241
26,-88,-4.89003
28,-88,-4.59097
30,-88,-4.3256
32,-88,-4.09432
34,-88,-3.89742
36,-88,-3.73498
38,-88,-3.60657
40,-88,-3.5111
42,-88,-3.44657
44,-88,-3.40993
46,-88,-3.39693
48,-88,-3.40212
50,-88,-3.41899
52,-88,-3.44022
54,-88,-3.4583
56,-88,-3.4661
58,-88,-3.45775
60,-88,-3.42923
62,-88,-3.37885
64,-88,-3.30734
66,-88,-3.21756
68,-88,-3.11396
70,-88,-3.00188
72,-88,-2.88691
74,-88,-2.77436
76,-88,-2.6689
78,-88,-2.57436
80,-88,-2.49371
82,-88,-2.42903
84,-88,-2.38162
86,-88,-2.35208
88,-88,-2.34043
90,-88,-2.3462
-90,-86,-6.9388
-88,-86,-6.91337
-86,-86,-6.86564
-84,-86,-6.79667
-82,-86,-6.70734
-80,-86,-6.59854
-78,-86,-6.47138
-76,-86,-6.32741
-74,-86,-6.16888
-72,-86,-5.99884
-70,-86,-5.82118
-68,-86,-5.64056
-66,-86,-5.46224
-64,-86,-5.29192
-62,-86,-5.13547
-60,-86,-4.99869
-58,-86,-4.88708
-56,-86,-4.80566
-54,-86,-4.75871
-52,-86,-4.74964
-50,-86,-4.78082
-48,-86,-4.85343
-46,-86,-4.9674
-44,-86,-5.12127
-42,-86,-5.31221
-40,-86,-5.53601
-38,-86,-5.78721
-36,-86,-6.0593
-34,-86,-6.34506
-32,-86,-6.63707
-30,-86,-6.92837
-28,-86,-7.21318
-26,-86,-7.48763
-24,-86,-7.75024
-22,-86,-8.0021
-20,-86,-8.24641
-18,-86,-8.48765
-16,-86,-8.73012
-14,-86,-8.97624
-12,-86,-9.2246
-10,-86,-9.46807
-8,-86,-9.69233
-6,-86,-9.87554
-4,-86,-9.99019
-2,-86,-10.0082
0,-86,-9.90821
2,-86,-9.68328
4,-86,-9.34338
6,-86,-8.91238
8,-86,-8.42083
10,-86,-7.89873
12,-86,-7.37095
14,-86,-6.85563
16,-86,-6.36461
18,-86,-5.90472
20,-86,-5.47923
22,-86,-5.08918
24,-86,-4.73437
26,-86,-4.41404
28,-86,-4.12731
30,-86,-3.87344
32,-86,-3.65184
34,-86,-3.46203
36,-86,-3.30353
38,-86,-3.17563
40,-86,-3.07715
42,-86,-3.00631
44,-86,-2.96042
46,-86,-2.93581
48,-86,-2.92777
50,-86,-2.93063
52,-86,-2.93803
54,-86,-2.94339
56,-86,-2.94048
58,-86,-2.92407
60,-86,-2.89057
62,-86,-2.8384
64,-86,-2.76805
66,-86,-2.68196
68,-86,-2.58396
70,-86,-2.4788
72,-86,-2.3715
74,-86,-2.26693
76,-86,-2.16943
78,-86,-2.08266
80,-86,-2.00945
82,-86,-1.95186
84,-86,-1.91118
86,-86,-1.88804
88,-86,-1.88242
90,-86,-1.89382
-90,-84,-6.47246
-88,-84,-6.46071
-86,-84,-6.42419
-84,-84,-6.36349
-82,-84,-6.27927
-80,-84,-6.17231
-78,-84,-6.04381
-76,-84,-5.89551
-74,-84,-5.72992
-72,-84,-5.5504
-70,-84,-5.36121
-68,-84,-5.16739
-66,-84,-4.9746
-64,-84,-4.78896
-62,-84,-4.61675
-60,-84,-4.46416
-58,-84,-4.33706
-56,-84,-4.24073
-54,-84,-4.17964
-52,-84,-4.15731
-50,-84,-4.17613
-48,-84,-4.23727
-46,-84,-4.34056
-44,-84,-4.4845
-42,-84,-4.66627
-40,-84,-4.88177
-38,-84,-5.12582
-36,-84,-5.39238
-34,-84,-5.67491
-32,-84,-5.96686
-30,-84,-6.2622
-28,-84,-6.55602
-26,-84,-6.84504
-24,-84,-7.12797
-22,-84,-7.4055
-20,-84,-7.67993
-18,-84,-7.95435
-16,-84,-8.23137
-14,-84,-8.51158
-12,-84,-8.79167
-10,-84,-9.06257
-8,-84,-9.30806
-6,-84,-9.50448
-4,-84,-9.62303
-2,-84,-9.63528
0,-84,-9.52115
2,-84,-9.27621
4,-84,-8.91383
6,-84,-8.46097
8,-84,-7.95036
10,-84,-7.41312
12,-84,-6.87452
14,-84,-6.3527
16,-84,-5.85924
18,-84,-5.40061
20,-84,-4.97959
22,-84,-4.59661
24,-84,-4.25067
26,-84,-3.94013
28,-84,-3.66316
30,-84,-3.41807
32,-84,-3.20341
34,-84,-3.01802
36,-84,-2.86089
38,-84,-2.73107
40,-84,-2.62738
42,-84,-2.54823
44,-84,-2.49139
46,-84,-2.4538
48,-84,-2.43155
50,-84,-2.41989
52,-84,-2.41344
54,-84,-2.40661
56,-84,-2.39402
58,-84,-2.37112
60,-84,-2.33465
62,-84,-2.28303
64,-84,-2.21645
66,-84,-2.13674
68,-84,-2.04705
70,-84,-1.95138
72,-84,-1.85411
74,-84,-1.75957
76,-84,-1.67174
78,-84,-1.59404
80,-84,-1.5292
82,-84,-1.47925
84,-84,-1.4455
86,-84,-1.42862
88,-84,-1.42864
90,-84,-1.44504
-90,-82,-5.9539
-88,-82,-5.95445
-86,-82,-5.92795
-84,-82,-5.87456
-82,-82,-5.79475
-80,-82,-5.68938
-78,-82,-5.55984
-76,-82,-5.40821
-74,-82,-5.23738
-72,-82,-5.0511
-70,-82,-4.85392
-68,-82,-4.65119
-66,-82,-4.44881
-64,-82,-4.25309
-62,-82,-4.07048
-60,-82,-3.90731
-58,-82,-3.76957
-56,-82,-3.66261
-54,-82,-3.59099
-52,-82,-3.55826
-50,-82,-3.56683
-48,-82,-3.61786
-46,-82,-3.71122
-44,-82,-3.84545
-42,-82,-4.01783
-40,-82,-4.22451
-38,-82,-4.46066
-36,-82,-4.72079
-34,-82,-4.99909
-32,-82,-5.28989
-30,-82,-5.58813
-28,-82,-5.88982
-26,-82,-6.19235
-24,-82,-6.49471
-22,-82,-6.79736
-20,-82,-7.10179
-18,-82,-7.40976
-16,-82,-7.72212
-14,-82,-8.03737
-12,-82,-8.34993
-10,-82,-8.64835
-8,-82,-8.91405
-6,-82,-9.12141
-4,-82,-9.24055
-2,-82,-9.24348
0,-82,-9.11246
2,-82,-8.8467
4,-82,-8.46337
6,-82,-7.99224
8,-82,-7.46744
10,-82,-6.92035
12,-82,-6.37587
14,-82,-5.8516
16,-82,-5.3586
18,-82,-4.90285
20,-82,-4.48668
22,-82,-4.11001
24,-82,-3.77131
26,-82,-3.46828
28,-82,-3.19839
30,-82,-2.95922
32,-82,-2.74867
34,-82,-2.56503
36,-82,-2.40691
38,-82,-2.27318
40,-82,-2.16269
42,-82,-2.07412
44,-82,-2.00568
46,-82,-1.95496
48,-82,-1.91882
50,-82,-1.89342
52,-82,-1.87432
54,-82,-1.85683
56,-82,-1.83639
58,-82,-1.80899
60,-82,-1.77165
62,-82,-1.72269
64,-82,-1.66192
66,-82,-1.59053
68,-82,-1.51092
70,-82,-1.42632
72,-82,-1.34041
74,-82,-1.25696
76,-82,-1.17956
78,-82,-1.11137
80,-82,-1.05501
82,-82,-1.01249
84,-82,-0.985166
86,-82,-0.97376
88,-82,-0.97838
90,-82,-0.998565
-90,-80,-5.37022
-88,-80,-5.38024
-86,-80,-5.36162
-84,-80,-5.31423
-82,-80,-5.23847
-80,-80,-5.13535
-78,-80,-5.00657
-76,-80,-4.85459
-74,-80,-4.68265
-72,-80,-4.49477
-70,-80,-4.29571
-68,-80,-4.09087
-66,-80,-3.88615
-64,-80,-3.68776
-62,-80,-3.50205
-60,-80,-3.33524
-58,-80,-3.1932
-56,-80,-3.08124
-54,-80,-3.00386
-52,-80,-2.96459
-50,-80,-2.96587
-48,-80,-3.00892
-46,-80,-3.09369
-44,-80,-3.2189
-42,-80,-3.38205
-40,-80,-3.57963
-38,-80,-3.80729
-36,-80,-4.06014
-34,-80,-4.33318
-32,-80,-4.62164
-30,-80,-4.92139
-28,-80,-5.22932
-26,-80,-5.54352
-24,-80,-5.86329
-22,-80,-6.1889
-20,-80,-6.52113
-18,-80,-6.86048
-16,-80,-7.20602
-14,-80,-7.55409
-12,-80,-7.89659
-10,-80,-8.21945
-8,-80,-8.50158
-6,-80,-8.71548
-4,-80,-8.83075
-2,-80,-8.82084
0,-80,-8.67141
2,-80,-8.38598
4,-80,-7.98542
6,-80,-7.50158
8,-80,-6.96897
10,-80,-6.41832
12,-80,-5.87354
14,-80,-5.35125
16,-80,-4.86181
18,-80,-4.41068
20,-80,-3.99982
22,-80,-3.62882
24,-80,-3.29581
26,-80,-2.9981
28,-80,-2.73273
30,-80,-2.49684
32,-80,-2.28788
34,-80,-2.10377
36,-80,-1.94291
38,-80,-1.80404
40,-80,-1.68612
42,-80,-1.58807
44,-80,-1.50854
46,-80,-1.4457
48,-80,-1.39712
50,-80,-1.35976
52,-80,-1.33003
54,-80,-1.30401
56,-80,-1.2778
58,-80,-1.24786
60,-80,-1.21136
62,-80,-1.1665
64,-80,-1.11268
66,-80,-1.05048
68,-80,-0.981556
70,-80,-0.908386
72,-80,-0.833979
74,-80,-0.761561
76,-80,-0.694313
78,-80,-0.635149
80,-80,-0.586569
82,-80,-0.55055
84,-80,-0.528498
86,-80,-0.521219
88,-80,-0.528925
90,-80,-0.55125
-90,-78,-4.71105
-88,-78,-4.72687
-86,-78,-4.71371
-84,-78,-4.67127
-82,-78,-4.60003
-80,-78,-4.50121
-78,-78,-4.37678
-76,-78,-4.22947
-74,-78,-4.06272
-72,-78,-3.88062
-70,-78,-3.68784
-68,-78,-3.48956
-66,-78,-3.29138
-64,-78,-3.09914
-62,-78,-2.91881
-60,-78,-2.75627
-58,-78,-2.61711
-56,-78,-2.50644
-54,-78,-2.42863
-52,-78,-2.3872
-50,-78,-2.38461
-48,-78,-2.42221
-46,-78,-2.50013
-44,-78,-2.61734
-42,-78,-2.77172
-40,-78,-2.96021
-38,-78,-3.17902
-36,-78,-3.42399
-34,-78,-3.6909
-32,-78,-3.97587
-30,-78,-4.27568
-28,-78,-4.58801
-26,-78,-4.91156
-24,-78,-5.24589
-22,-78,-5.59111
-20,-78,-5.94735
-18,-78,-6.31389
-16,-78,-6.68814
-14,-78,-7.06426
-12,-78,-7.43166
-10,-78,-7.7736
-8,-78,-8.06662
-6,-78,-8.28177
-4,-78,-8.38889
-2,-78,-8.36385
0,-78,-8.19641
2,-78,-7.89447
4,-78,-7.48197
6,-78,-6.99181
8,-78,-6.45792
10,-78,-5.90968
12,-78,-5.36954
14,-78,-4.85298
16,-78,-4.36955
18,-78,-3.92425
20,-78,-3.51879
22,-78,-3.15261
24,-78,-2.82372
26,-78,-2.5293
28,-78,-2.26623
30,-78,-2.03143
32,-78,-1.82216
34,-78,-1.63615
36,-78,-1.47167
38,-78,-1.32744
40,-78,-1.2025
42,-78,-1.096
44,-78,-1.00693
46,-78,-0.933944
48,-78,-0.875204
50,-78,-0.828304
52,-78,-0.790326
54,-78,-0.757993
56,-78,-0.727917
58,-78,-0.69689
60,-78,-0.662205
62,-78,-0.621926
64,-78,-0.575066
66,-78,-0.521663
68,-78,-0.46272
70,-78,-0.400052
72,-78,-0.336054
74,-78,-0.273449
76,-78,-0.215042
78,-78,-0.163507
80,-78,-0.121216
82,-78,-0.0901223
84,-78,-0.0716737
86,-78,-0.0667712
88,-78,-0.0757475
90,-78,-0.0983694
-90,-76,-3.97412
-88,-76,-3.99213
-86,-76,-3.98236
-84,-76,-3.94455
-82,-76,-3.87929
-80,-76,-3.78799
-78,-76,-3.67278
-76,-76,-3.53645
-74,-76,-3.38239
-72,-76,-3.21446
-70,-76,-3.03695
-68,-76,-2.85454
-66,-76,-2.67222
-64,-76,-2.49522
-62,-76,-2.32889
-60,-76,-2.1786
-58,-76,-2.04951
-56,-76,-1.94642
-54,-76,-1.87356
-52,-76,-1.83439
-50,-76,-1.83144
-48,-76,-1.86623
-46,-76,-1.93919
-44,-76,-2.04965
